OBJECTID,FID_PA_Tra,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,FID_PA_Mun,STATEFP10_,COUNTYFP_1,COUSUBFP10,COUSUBNS10,GEOID10_1,NAME10_1,NAMELSAD_1,LSAD10,CLASSFP10,MTFCC10_1,CNECTAFP10,NECTAFP10,NCTADVFP10,FUNCSTAT_1,ALAND10_1,AWATER10_1,INTPTLAT_1,INTPTLON_1,Shape_Le_1,Shape_Le_2,Shape_Area
3903,689,42,089,300308,42089300308,3003.08,Census Tract 3003.08,G5020,S,54369815.000000000000000,1713557.000000000000000,+41.2180562,-075.4238560,59328.519771999999648,719,42,089,15960,01216836,4208915960,Coolbaugh,Coolbaugh township,44,T1,G4040, , , ,A,223270668.000000000000000,4588459.000000000000000,+41.1861492,-075.4475837,91886.164478000006056,44636.833736205051537,56088517.978226982057095
3904,690,42,089,300305,42089300305,3003.05,Census Tract 3003.05,G5020,S,34799529.000000000000000,13059.000000000000000,+41.2163691,-075.3414990,40446.658802500001912,719,42,089,15960,01216836,4208915960,Coolbaugh,Coolbaugh township,44,T1,G4040, , , ,A,223270668.000000000000000,4588459.000000000000000,+41.1861492,-075.4475837,91886.164478000006056,30394.183737468480103,34815702.222718074917793
3905,704,42,089,300201,42089300201,3002.01,Census Tract 3002.01,G5020,S,135658914.000000000000000,1585297.000000000000000,+41.2077908,-075.2385956,65546.487851300000330,717,42,089,04320,01216834,4208904320,Barrett,Barrett township,44,T1,G4040, , , ,A,135658914.000000000000000,1585297.000000000000000,+41.2077908,-075.2385956,65546.487851300000330,49315.586012462161307,137256677.791718900203705
3906,715,42,089,300307,42089300307,3003.07,Census Tract 3003.07,G5020,S,8270266.000000000000000,249225.000000000000000,+41.1962544,-075.3698522,27757.966249799999787,719,42,089,15960,01216836,4208915960,Coolbaugh,Coolbaugh township,44,T1,G4040, , , ,A,223270668.000000000000000,4588459.000000000000000,+41.1861492,-075.4475837,91886.164478000006056,20865.400800634652114,8520223.623210703954101
3907,719,42,131,400300,42131400300,4003,Census Tract 4003,G5020,S,96073645.000000000000000,763222.000000000000000,+41.6026935,-075.8090854,66016.921362099994440,787,42,131,54408,01217272,4213154408,Nicholson,Nicholson township,44,T1,G4040, , , ,A,59159214.000000000000000,675851.000000000000000,+41.6252662,-075.8211044,61704.490593000002264,46139.577472615324950,59855168.451199173927307
3908,719,42,131,400300,42131400300,4003,Census Tract 4003,G5020,S,96073645.000000000000000,763222.000000000000000,+41.6026935,-075.8090854,66016.921362099994440,789,42,131,14360,01217263,4213114360,Clinton,Clinton township,44,T1,G4040, , , ,A,32042463.000000000000000,50209.000000000000000,+41.5679561,-075.8209169,37553.210663899997598,28096.314987611513061,32102330.921314179897308
3909,719,42,131,400300,42131400300,4003,Census Tract 4003,G5020,S,96073645.000000000000000,763222.000000000000000,+41.6026935,-075.8090854,66016.921362099994440,809,42,131,24488,01215731,4213124488,Factoryville,Factoryville borough,21,C5,G4040, , , ,F,1848807.000000000000000,0.000000000000000,+41.5603565,-075.7818929,11596.103692900000169,8669.052668544785774,1849354.556631302693859
3910,719,42,131,400300,42131400300,4003,Census Tract 4003,G5020,S,96073645.000000000000000,763222.000000000000000,+41.6026935,-075.8090854,66016.921362099994440,836,42,131,54400,01215734,4213154400,Nicholson,Nicholson borough,21,C5,G4040, , , ,F,3023161.000000000000000,37162.000000000000000,+41.6284854,-075.7893038,11056.824741799999174,8261.096103966166993,3061367.217670629266649
3911,720,42,131,400500,42131400500,4005,Census Tract 4005,G5020,S,87192871.000000000000000,2932481.000000000000000,+41.4826625,-075.8480540,60150.744420499999251,808,42,131,24408,01217265,4213124408,Exeter,Exeter township,44,T1,G4040, , , ,A,8119532.000000000000000,673375.000000000000000,+41.4295509,-075.8528379,20559.369018099998357,15402.549291729756078,8794806.389332417398691
3912,720,42,131,400500,42131400500,4005,Census Tract 4005,G5020,S,87192871.000000000000000,2932481.000000000000000,+41.4826625,-075.8480540,60150.744420499999251,810,42,131,25128,01217266,4213125128,Falls,Falls township,44,T1,G4040, , , ,A,53331410.000000000000000,1424036.000000000000000,+41.4832545,-075.8372770,49210.302319000002171,36853.155622049744125,54768612.880345009267330
3913,720,42,131,400500,42131400500,4005,Census Tract 4005,G5020,S,87192871.000000000000000,2932481.000000000000000,+41.4826625,-075.8480540,60150.744420499999251,875,42,131,57408,01217276,4213157408,Overfield,Overfield township,44,T1,G4040, , , ,A,25741929.000000000000000,835070.000000000000000,+41.5326941,-075.8219125,31302.842654500000208,23441.873799184915697,26584132.703349642455578
3914,721,42,131,400600,42131400600,4006,Census Tract 4006,G5020,S,95578839.000000000000000,3080423.000000000000000,+41.4886202,-075.9551378,77750.899899099997128,790,42,131,22112,01217264,4213122112,Eaton,Eaton township,44,T1,G4040, , , ,A,93216627.000000000000000,2947811.000000000000000,+41.4886202,-075.9551378,70774.058846900006756,52991.451966711756540,96189014.518051192164421
3915,721,42,131,400600,42131400600,4006,Census Tract 4006,G5020,S,95578839.000000000000000,3080423.000000000000000,+41.4886202,-075.9551378,77750.899899099997128,876,42,131,77784,01215735,4213177784,Tunkhannock,Tunkhannock borough,21,C5,G4040, , , ,F,2362212.000000000000000,132612.000000000000000,+41.5410845,-075.9490582,10792.530618999999206,8077.949003757031278,2495524.873472633305937
3916,722,42,131,400200,42131400200,4002,Census Tract 4002,G5020,S,374952227.000000000000000,5841277.000000000000000,+41.4770201,-076.1073306,175284.752819999994244,811,42,131,26752,01217267,4213126752,Forkston,Forkston township,44,T1,G4040, , , ,A,182369078.000000000000000,430039.000000000000000,+41.4572495,-076.1637990,102546.040930999995908,76812.531600362679455,182807312.318945407867432
3917,722,42,131,400200,42131400200,4002,Census Tract 4002,G5020,S,374952227.000000000000000,5841277.000000000000000,+41.4770201,-076.1073306,175284.752819999994244,813,42,131,42616,01217268,4213142616,Lemon,Lemon township,44,T1,G4040, , , ,A,41589417.000000000000000,1548668.000000000000000,+41.6123327,-075.9090498,42728.847688900001231,31948.053560192936857,43152394.032062239944935
3918,722,42,131,400200,42131400200,4002,Census Tract 4002,G5020,S,374952227.000000000000000,5841277.000000000000000,+41.4770201,-076.1073306,175284.752819999994244,814,42,131,48528,01217269,4213148528,Mehoopany,Mehoopany township,44,T1,G4040, , , ,A,44496701.000000000000000,1830513.000000000000000,+41.5560994,-076.0813907,41678.744697399997676,31163.341365024010884,46340862.798484250903130
3919,722,42,131,400200,42131400200,4002,Census Tract 4002,G5020,S,374952227.000000000000000,5841277.000000000000000,+41.4770201,-076.1073306,175284.752819999994244,837,42,131,54824,01217273,4213154824,North Branch,North Branch township,44,T1,G4040, , , ,A,57941827.000000000000000,343591.000000000000000,+41.5048288,-076.1938488,43397.399014599999646,32468.975671888521902,58301089.002362161874771
3920,722,42,131,400200,42131400200,4002,Census Tract 4002,G5020,S,374952227.000000000000000,5841277.000000000000000,+41.4770201,-076.1073306,175284.752819999994244,878,42,131,81344,01217278,4213181344,Washington,Washington township,44,T1,G4040, , , ,A,48555204.000000000000000,1688466.000000000000000,+41.5945225,-075.9915284,54328.001916699999128,40613.155562732026738,50259565.403980195522308
3921,723,42,131,400100,42131400100,4001,Census Tract 4001,G5020,S,115737320.000000000000000,4438537.000000000000000,+41.6118855,-076.1153465,77069.988340800002334,788,42,131,08176,01217262,4213108176,Braintrim,Braintrim township,44,T1,G4040, , , ,A,15102200.000000000000000,871853.000000000000000,+41.6354873,-076.1456885,37046.623205900003086,27690.971287118001783,15979615.033355046063662
3922,723,42,131,400100,42131400100,4001,Census Tract 4001,G5020,S,115737320.000000000000000,4438537.000000000000000,+41.6118855,-076.1153465,77069.988340800002334,812,42,131,40744,01215732,4213140744,Laceyville,Laceyville borough,21,C5,G4040, , , ,F,500467.000000000000000,0.000000000000000,+41.6458107,-076.1589704,4944.445968449999782,3696.739867546176811,500642.755616370879579
3923,723,42,131,400100,42131400100,4001,Census Tract 4001,G5020,S,115737320.000000000000000,4438537.000000000000000,+41.6118855,-076.1153465,77069.988340800002334,815,42,131,48856,01215733,4213148856,Meshoppen,Meshoppen borough,21,C5,G4040, , , ,F,1789017.000000000000000,221818.000000000000000,+41.6092635,-076.0418189,10487.129095800000869,7836.139646242392701,2011499.552303039235994
3924,723,42,131,400100,42131400100,4001,Census Tract 4001,G5020,S,115737320.000000000000000,4438537.000000000000000,+41.6118855,-076.1153465,77069.988340800002334,816,42,131,48864,01217270,4213148864,Meshoppen,Meshoppen township,44,T1,G4040, , , ,A,40691911.000000000000000,1020798.000000000000000,+41.6323131,-076.0602441,50626.859524599996803,37853.269278268526250,41726845.553285777568817
3925,723,42,131,400100,42131400100,4001,Census Tract 4001,G5020,S,115737320.000000000000000,4438537.000000000000000,+41.6118855,-076.1153465,77069.988340800002334,879,42,131,85680,01217279,4213185680,Windham,Windham township,44,T1,G4040, , , ,A,57653725.000000000000000,2324068.000000000000000,+41.6074553,-076.1665253,45203.010561700000835,33796.526880785386311,59996972.699765406548977
3926,724,42,131,400700,42131400700,4007,Census Tract 4007,G5020,S,180154310.000000000000000,756738.000000000000000,+41.4187608,-076.0179701,93471.537087599994265,835,42,131,50496,01217271,4213150496,Monroe,Monroe township,44,T1,G4040, , , ,A,54878521.000000000000000,219781.000000000000000,+41.4279225,-075.9929142,44650.431093400002283,33461.458225119436975,55109809.943088486790657
3927,724,42,131,400700,42131400700,4007,Census Tract 4007,G5020,S,180154310.000000000000000,756738.000000000000000,+41.4187608,-076.0179701,93471.537087599994265,838,42,131,55232,01217274,4213155232,Northmoreland,Northmoreland township,44,T1,G4040, , , ,A,50908219.000000000000000,452223.000000000000000,+41.4360592,-075.9323141,42904.072495200001867,32155.758737219617615,51371435.808974146842957
3928,724,42,131,400700,42131400700,4007,Census Tract 4007,G5020,S,180154310.000000000000000,756738.000000000000000,+41.4187608,-076.0179701,93471.537087599994265,839,42,131,55736,01217275,4213155736,Noxen,Noxen township,44,T1,G4040, , , ,A,74367570.000000000000000,84734.000000000000000,+41.4145361,-076.1307574,52174.978322700000717,39112.093243570438062,74467480.257210820913315
3929,725,42,131,400400,42131400400,4004,Census Tract 4004,G5020,S,79373906.000000000000000,2208386.000000000000000,+41.5520058,-075.9067473,66064.680728000006638,877,42,131,77792,01217277,4213177792,Tunkhannock,Tunkhannock township,44,T1,G4040, , , ,A,79373906.000000000000000,2208386.000000000000000,+41.5520058,-075.9067473,66064.680728000006638,49430.192768613313092,81605896.084061264991760
3930,809,42,117,950500,42117950500,9505,Census Tract 9505,G5020,S,415841778.000000000000000,446816.000000000000000,+41.7705593,-077.0045772,157784.472275999985868,430,42,117,75104,01217123,4211775104,Sullivan,Sullivan township,44,T1,G4040, , , ,A,109560821.000000000000000,272497.000000000000000,+41.7884124,-076.9698760,56473.110900799998490,42099.446071286758524,109884370.922187820076942
3931,809,42,117,950500,42117950500,9505,Census Tract 9505,G5020,S,415841778.000000000000000,446816.000000000000000,+41.7705593,-077.0045772,157784.472275999985868,434,42,117,80936,01217126,4211780936,Ward,Ward township,44,T1,G4040, , , ,A,89051329.000000000000000,8631.000000000000000,+41.7068660,-076.9388787,53381.679941900001722,39853.727056726442243,89095353.737419962882996
3932,809,42,117,950500,42117950500,9505,Census Tract 9505,G5020,S,415841778.000000000000000,446816.000000000000000,+41.7705593,-077.0045772,157784.472275999985868,803,42,117,16680,01217104,4211716680,Covington,Covington township,44,T1,G4040, , , ,A,94222955.000000000000000,95170.000000000000000,+41.7295799,-077.0994895,61719.083243300003232,46072.278967228725378,94357511.577945724129677
3933,809,42,117,950500,42117950500,9505,Census Tract 9505,G5020,S,415841778.000000000000000,446816.000000000000000,+41.7705593,-077.0045772,157784.472275999985868,834,42,117,32192,01217112,4211732192,Hamilton,Hamilton township,44,T1,G4040, , , ,A,28511362.000000000000000,27382.000000000000000,+41.6655348,-077.0418662,35276.496834500001569,26348.063950099927752,28549256.574641942977905
3934,809,42,117,950500,42117950500,9505,Census Tract 9505,G5020,S,415841778.000000000000000,446816.000000000000000,+41.7705593,-077.0045772,157784.472275999985868,918,42,117,62960,01215626,4211762960,Putnam,Putnam township,44,T1,G4040, , , ,A,1617692.000000000000000,0.000000000000000,+41.7437970,-077.0814506,6890.180120400000305,5139.087757016359319,1618386.705417954362929
3935,809,42,117,950500,42117950500,9505,Census Tract 9505,G5020,S,415841778.000000000000000,446816.000000000000000,+41.7705593,-077.0045772,157784.472275999985868,920,42,117,66232,01215627,4211766232,Roseville,Roseville borough,21,C5,G4040, , , ,F,1178933.000000000000000,0.000000000000000,+41.8636723,-076.9573267,6211.332429709999815,4624.309167575726860,1179558.320474869571626
3936,809,42,117,950500,42117950500,9505,Census Tract 9505,G5020,S,415841778.000000000000000,446816.000000000000000,+41.7705593,-077.0045772,157784.472275999985868,921,42,117,66912,01217121,4211766912,Rutland,Rutland township,44,T1,G4040, , , ,A,91698686.000000000000000,43136.000000000000000,+41.8749252,-076.9765528,59641.612503299998934,44415.500268284486083,91791298.591166719794273
3937,810,42,117,950400,42117950400,9504,Census Tract 9504,G5020,S,407791758.000000000000000,5281021.000000000000000,+41.8841981,-077.3213977,171275.794154000002891,431,42,117,76808,01215628,4211776808,Tioga,Tioga borough,21,C5,G4040, , , ,F,1171861.000000000000000,58314.000000000000000,+41.9047180,-077.1312725,7557.172694470000351,5617.635485180407159,1230874.721636007772759
3938,810,42,117,950400,42117950400,9504,Census Tract 9504,G5020,S,407791758.000000000000000,5281021.000000000000000,+41.8841981,-077.3213977,171275.794154000002891,432,42,117,76824,01217124,4211776824,Tioga,Tioga township,44,T1,G4040, , , ,A,100829457.000000000000000,3908320.000000000000000,+41.8857371,-077.0908839,62959.976698699996632,46857.990306642117503,104796411.277568981051445
3939,810,42,117,950400,42117950400,9504,Census Tract 9504,G5020,S,407791758.000000000000000,5281021.000000000000000,+41.8841981,-077.3213977,171275.794154000002891,801,42,117,12880,01217102,4211712880,Chatham,Chatham township,44,T1,G4040, , , ,A,91071036.000000000000000,93704.000000000000000,+41.8704170,-077.4234457,53397.161539000000630,39762.627782743446005,91213423.511826217174530
3940,810,42,117,950400,42117950400,9504,Census Tract 9504,G5020,S,407791758.000000000000000,5281021.000000000000000,+41.8841981,-077.3213977,171275.794154000002891,802,42,117,14528,01217103,4211714528,Clymer,Clymer township,44,T1,G4040, , , ,A,87713504.000000000000000,408143.000000000000000,+41.8444524,-077.5395355,51065.534662199999730,38047.437374547145737,88166929.515165016055107
3941,810,42,117,950400,42117950400,9504,Census Tract 9504,G5020,S,407791758.000000000000000,5281021.000000000000000,+41.8841981,-077.3213977,171275.794154000002891,873,42,117,48968,01217116,4211748968,Middlebury,Middlebury township,44,T1,G4040, , , ,A,127005900.000000000000000,812540.000000000000000,+41.8602573,-077.2692468,63632.074277200001234,47399.952570978442964,127886113.378885164856911
3942,811,42,117,950200,42117950200,9502,Census Tract 9502,G5020,S,153608392.000000000000000,25916.000000000000000,+41.9566271,-077.3003667,85569.376731399999699,831,42,117,23152,01215621,4211723152,Elkland,Elkland borough,21,C5,G4040, , , ,F,6332099.000000000000000,0.000000000000000,+41.9887570,-077.3151048,14353.112531799999488,10668.130669996913639,6336168.838378239423037
3943,811,42,117,950200,42117950200,9502,Census Tract 9502,G5020,S,153608392.000000000000000,25916.000000000000000,+41.9566271,-077.3003667,85569.376731399999699,832,42,117,25296,01217110,4211725296,Farmington,Farmington township,44,T1,G4040, , , ,A,82192186.000000000000000,0.000000000000000,+41.9319083,-077.2735849,54908.838651500002015,40875.347303103415470,82240658.669451251626015
3944,811,42,117,950200,42117950200,9502,Census Tract 9502,G5020,S,153608392.000000000000000,25916.000000000000000,+41.9566271,-077.3003667,85569.376731399999699,916,42,117,52960,01217118,4211752960,Nelson,Nelson township,44,T1,G4040, , , ,A,29906454.000000000000000,25916.000000000000000,+41.9736076,-077.2808376,32701.684356599998864,24323.685771363649110,29951358.183845654129982
3945,811,42,117,950200,42117950200,9502,Census Tract 9502,G5020,S,153608392.000000000000000,25916.000000000000000,+41.9566271,-077.3003667,85569.376731399999699,917,42,117,57224,01729683,4211757224,Osceola,Osceola township,44,T1,G4040, , , ,A,35177653.000000000000000,0.000000000000000,+41.9800858,-077.3723252,49131.813288400000602,36539.840743462700630,35199967.400631822645664
3946,812,42,117,950300,42117950300,9503,Census Tract 9503,G5020,S,222233453.000000000000000,0.000000000000000,+41.9428446,-077.5002363,91928.708779099993990,477,42,117,82968,01215630,4211782968,Westfield,Westfield borough,21,C5,G4040, , , ,F,2505868.000000000000000,0.000000000000000,+41.9176022,-077.5407561,8457.061940249999680,6293.625848910936838,2507311.253603962715715
3947,812,42,117,950300,42117950300,9503,Census Tract 9503,G5020,S,222233453.000000000000000,0.000000000000000,+41.9428446,-077.5002363,91928.708779099993990,478,42,117,82976,01217127,4211782976,Westfield,Westfield township,44,T1,G4040, , , ,A,60512875.000000000000000,0.000000000000000,+41.9077962,-077.5347552,56412.785532000001695,41992.091450498010090,60547253.185548521578312
3948,812,42,117,950300,42117950300,9503,Census Tract 9503,G5020,S,222233453.000000000000000,0.000000000000000,+41.9428446,-077.5002363,91928.708779099993990,773,42,117,09072,01217100,4211709072,Brookfield,Brookfield township,44,T1,G4040, , , ,A,82291958.000000000000000,0.000000000000000,+41.9659811,-077.5461424,53525.301532199999201,39803.105655098566785,82343065.195029929280281
3949,812,42,117,950300,42117950300,9503,Census Tract 9503,G5020,S,222233453.000000000000000,0.000000000000000,+41.9428446,-077.5002363,91928.708779099993990,804,42,117,18552,01217105,4211718552,Deerfield,Deerfield township,44,T1,G4040, , , ,A,75739479.000000000000000,0.000000000000000,+41.9462566,-077.4224177,60700.864169200001925,45139.850022435632127,75785151.368072986602783
3950,812,42,117,950300,42117950300,9503,Census Tract 9503,G5020,S,222233453.000000000000000,0.000000000000000,+41.9428446,-077.5002363,91928.708779099993990,867,42,117,40360,01215622,4211740360,Knoxville,Knoxville borough,21,C5,G4040, , , ,F,1183273.000000000000000,0.000000000000000,+41.9586055,-077.4374603,6051.396583450000435,4499.043648401699102,1184001.713902273681015
3951,813,42,117,950100,42117950100,9501,Census Tract 9501,G5020,S,196033132.000000000000000,72381.000000000000000,+41.9639231,-077.0653342,92962.924069999993662,866,42,117,37472,01217113,4211737472,Jackson,Jackson township,44,T1,G4040, , , ,A,105739569.000000000000000,72381.000000000000000,+41.9458477,-077.0045375,55488.785063299998001,41265.847612241661409,105876728.111524283885956
3952,813,42,117,950100,42117950100,9501,Census Tract 9501,G5020,S,196033132.000000000000000,72381.000000000000000,+41.9639231,-077.0653342,92962.924069999993662,868,42,117,41960,01217114,4211741960,Lawrence,Lawrence township,44,T1,G4040, , , ,A,88784264.000000000000000,0.000000000000000,+41.9700373,-077.1354572,57094.697644699997909,42469.485226309203426,88839749.142810642719269
3953,813,42,117,950100,42117950100,9501,Census Tract 9501,G5020,S,196033132.000000000000000,72381.000000000000000,+41.9639231,-077.0653342,92962.924069999993662,869,42,117,42016,01215623,4211742016,Lawrenceville,Lawrenceville borough,21,C5,G4040, , , ,F,1509299.000000000000000,0.000000000000000,+41.9958919,-077.1302803,8670.185055480000301,6447.661504015813989,1510281.287156658479944
3954,814,42,117,950600,42117950600,9506,Census Tract 9506,G5020,S,136160683.000000000000000,194751.000000000000000,+41.8082626,-077.1046003,63066.692121899999620,872,42,117,47080,01215625,4211747080,Mansfield,Mansfield borough,21,C5,G4040, , , ,F,4956900.000000000000000,5137.000000000000000,+41.8061914,-077.0784027,13409.514268599999923,9990.222920302419880,4964420.381941472180188
3955,814,42,117,950600,42117950600,9506,Census Tract 9506,G5020,S,136160683.000000000000000,194751.000000000000000,+41.8082626,-077.1046003,63066.692121899999620,919,42,117,64624,01217120,4211764624,Richmond,Richmond township,44,T1,G4040, , , ,A,131203783.000000000000000,189614.000000000000000,+41.8082626,-077.1046003,76476.206390399995144,57001.666288906439149,131456903.630749732255936
3956,815,42,117,950700,42117950700,9507,Census Tract 9507,G5020,S,207878508.000000000000000,1111803.000000000000000,+41.7181272,-077.2028057,117151.832527000005939,771,42,117,07152,01217099,4211707152,Bloss,Bloss township,44,T1,G4040, , , ,A,60694842.000000000000000,228414.000000000000000,+41.6689686,-077.1394375,49758.037526699998125,37186.202404467141605,60945685.482555575668812
3957,815,42,117,950700,42117950700,9507,Census Tract 9507,G5020,S,207878508.000000000000000,1111803.000000000000000,+41.7181272,-077.2028057,117151.832527000005939,772,42,117,07160,01215620,4211707160,Blossburg,Blossburg borough,21,C5,G4040, , , ,F,12034117.000000000000000,0.000000000000000,+41.6795249,-077.0689507,19166.627599899999041,14309.302882924777805,12038693.667584352195263
3958,815,42,117,950700,42117950700,9507,Census Tract 9507,G5020,S,207878508.000000000000000,1111803.000000000000000,+41.7181272,-077.2028057,117151.832527000005939,774,42,117,12728,01217101,4211712728,Charleston,Charleston township,44,T1,G4040, , , ,A,135149549.000000000000000,883389.000000000000000,+41.7448212,-077.2227218,65502.532272199998260,48829.870753264382074,136092459.213463217020035
3959,816,42,117,951000,42117951000,9510,Census Tract 9510,G5020,S,533648323.000000000000000,189354.000000000000000,+41.5961502,-077.1913772,186038.197305999987293,433,42,117,78416,01217125,4211778416,Union,Union township,44,T1,G4040, , , ,A,121773404.000000000000000,34618.000000000000000,+41.6130483,-076.9578203,62536.898957700002939,46740.397849904678878,121848504.970496848225594
3960,816,42,117,951000,42117951000,9510,Census Tract 9510,G5020,S,533648323.000000000000000,189354.000000000000000,+41.5961502,-077.1913772,186038.197305999987293,806,42,117,20232,01217107,4211720232,Duncan,Duncan township,44,T1,G4040, , , ,A,51338668.000000000000000,0.000000000000000,+41.6519719,-077.2544047,44040.670131899998523,32905.231534316728357,51357128.298247113823891
3961,816,42,117,951000,42117951000,9510,Census Tract 9510,G5020,S,533648323.000000000000000,189354.000000000000000,+41.5961502,-077.1913772,186038.197305999987293,870,42,117,43128,01215624,4211743128,Liberty,Liberty borough,21,C5,G4040, , , ,F,1490933.000000000000000,0.000000000000000,+41.5582813,-077.1067145,6992.245720560000336,5231.308967566928004,1491372.600013781338930
3962,816,42,117,951000,42117951000,9510,Census Tract 9510,G5020,S,533648323.000000000000000,189354.000000000000000,+41.5961502,-077.1913772,186038.197305999987293,871,42,117,43136,01217115,4211743136,Liberty,Liberty township,44,T1,G4040, , , ,A,167407470.000000000000000,94528.000000000000000,+41.5853709,-077.1177181,78689.092849099994055,58864.844987077798578,167555116.069210320711136
3963,816,42,117,951000,42117951000,9510,Census Tract 9510,G5020,S,533648323.000000000000000,189354.000000000000000,+41.5961502,-077.1913772,186038.197305999987293,915,42,117,51096,01217117,4211751096,Morris,Morris township,44,T1,G4040, , , ,A,191637848.000000000000000,60208.000000000000000,+41.6046279,-077.3333673,87691.420272200004547,65601.096567266271450,191758003.266130566596985
3964,817,42,117,950800,42117950800,9508,Census Tract 9508,G5020,S,12653275.000000000000000,71703.000000000000000,+41.7455195,-077.3036939,22500.319313700001658,435,42,117,82160,01215629,4211782160,Wellsboro,Wellsboro borough,21,C5,G4040, , , ,F,12653275.000000000000000,71703.000000000000000,+41.7455195,-077.3036939,22500.319313700001658,16781.639756825701625,12730460.988652838394046
3965,818,42,117,950900,42117950900,9509,Census Tract 9509,G5020,S,650647609.000000000000000,836976.000000000000000,+41.7066635,-077.4621075,173119.791073000000324,429,42,117,70344,01217122,4211770344,Shippen,Shippen township,44,T1,G4040, , , ,A,126321002.000000000000000,82077.000000000000000,+41.7633780,-077.4532837,66385.129272799997125,49477.568202229915187,126459056.490055263042450
3966,818,42,117,950900,42117950900,9509,Census Tract 9509,G5020,S,650647609.000000000000000,836976.000000000000000,+41.7066635,-077.4621075,173119.791073000000324,805,42,117,18760,01217106,4211718760,Delmar,Delmar township,44,T1,G4040, , , ,A,209085044.000000000000000,437696.000000000000000,+41.7242272,-077.3562771,110447.656312999999500,82407.213881658637547,209608606.917332410812378
3967,818,42,117,950900,42117950900,9509,Census Tract 9509,G5020,S,650647609.000000000000000,836976.000000000000000,+41.7066635,-077.4621075,173119.791073000000324,830,42,117,23056,01217108,4211723056,Elk,Elk township,44,T1,G4040, , , ,A,189286024.000000000000000,282612.000000000000000,+41.6271449,-077.5307025,74569.890156800000113,55718.905010064605449,189631982.663980841636658
3968,818,42,117,950900,42117950900,9509,Census Tract 9509,G5020,S,650647609.000000000000000,836976.000000000000000,+41.7066635,-077.4621075,173119.791073000000324,833,42,117,28264,01217111,4211728264,Gaines,Gaines township,44,T1,G4040, , , ,A,125955539.000000000000000,34591.000000000000000,+41.7570131,-077.5574597,61238.224514299996372,45664.531019929148897,126044841.385414585471153
3969,995,42,089,300301,42089300301,3003.01,Census Tract 3003.01,G5020,S,125831058.000000000000000,2612618.000000000000000,+41.1857359,-075.5099200,72279.664426200004527,719,42,089,15960,01216836,4208915960,Coolbaugh,Coolbaugh township,44,T1,G4040, , , ,A,223270668.000000000000000,4588459.000000000000000,+41.1861492,-075.4475837,91886.164478000006056,54411.684947176785499,128183798.250870138406754
3970,1400,42,113,960100,42113960100,9601,Census Tract 9601,G5020,S,445602575.000000000000000,3956869.000000000000000,+41.4593596,-076.3774948,132196.707699999999022,1110,42,113,13000,01217067,4211313000,Cherry,Cherry township,44,T1,G4040, , , ,A,150046388.000000000000000,577153.000000000000000,+41.5011780,-076.3960381,76040.890299999999115,56935.992146541357215,150662514.517945319414139
3971,1400,42,113,960100,42113960100,9601,Census Tract 9601,G5020,S,445602575.000000000000000,3956869.000000000000000,+41.4593596,-076.3774948,132196.707699999999022,1111,42,113,15208,01217068,4211315208,Colley,Colley township,44,T1,G4040, , , ,A,150884585.000000000000000,2480477.000000000000000,+41.4646210,-076.2974824,80221.378594399997382,60052.590015120818862,153400154.493447870016098
3972,1400,42,113,960100,42113960100,9601,Census Tract 9601,G5020,S,445602575.000000000000000,3956869.000000000000000,+41.4593596,-076.3774948,132196.707699999999022,1113,42,113,20528,01215603,4211320528,Dushore,Dushore borough,21,C5,G4040, , , ,F,2041392.000000000000000,42117.000000000000000,+41.5260023,-076.3985119,8227.544031729999915,6159.322624266920684,2084071.992579437792301
3973,1400,42,113,960100,42113960100,9601,Census Tract 9601,G5020,S,445602575.000000000000000,3956869.000000000000000,+41.4593596,-076.3774948,132196.707699999999022,1156,42,113,41512,01215606,4211341512,Laporte,Laporte borough,21,C5,G4040, , , ,F,2764967.000000000000000,423469.000000000000000,+41.4175962,-076.4921760,10956.988093100000697,8214.448443902398139,3189083.236015744507313
3974,1400,42,113,960100,42113960100,9601,Census Tract 9601,G5020,S,445602575.000000000000000,3956869.000000000000000,+41.4593596,-076.3774948,132196.707699999999022,1157,42,113,41520,01217074,4211341520,Laporte,Laporte township,44,T1,G4040, , , ,A,139865243.000000000000000,433653.000000000000000,+41.4135662,-076.4544641,84151.019702399993548,63097.103448417037725,140327339.992678016424179
3975,1401,42,113,960200,42113960200,9602,Census Tract 9602,G5020,S,719735760.000000000000000,2660157.000000000000000,+41.4294085,-076.5786702,195737.634672999993199,1112,42,113,18296,01217069,4211318296,Davidson,Davidson township,44,T1,G4040, , , ,A,201663135.000000000000000,152898.000000000000000,+41.3284247,-076.4379381,90853.730722599997534,68232.436838360081310,201847702.209331452846527
3976,1401,42,113,960200,42113960200,9602,Census Tract 9602,G5020,S,719735760.000000000000000,2660157.000000000000000,+41.4294085,-076.5786702,195737.634672999993199,1114,42,113,20648,01215604,4211320648,Eagles Mere,Eagles Mere borough,21,C5,G4040, , , ,F,5331447.000000000000000,482315.000000000000000,+41.4098448,-076.5830890,14114.067493599999580,10575.496767927497785,5814926.174215058796108
